#! FIELDS time cv2 metad.bias metad.work
#! SET min_cv2 -pi
#! SET max_cv2 pi
 3324.000000 -2.976447 44.808325 166.148925
 3325.000000 -3.089670 39.685477 166.198924
 3326.000000 2.858084 20.572218 166.248924
 3327.000000 2.881310 21.951867 166.298924
 3328.000000 2.960227 26.649708 166.348924
 3329.000000 3.073590 33.371026 166.398923
 3330.000000 2.872817 21.603315 166.448923
 3331.000000 3.030328 30.953143 166.498923
 3332.000000 2.977235 27.859085 166.548922
 3333.000000 3.089384 34.457443 166.598922
 3334.000000 3.112974 35.825148 166.648921
 3335.000000 2.980537 28.200082 166.698921
 3336.000000 2.859201 21.092220 166.748920
 3337.000000 3.086265 34.469321 166.798920
 3338.000000 2.997223 29.338204 166.848920
 3339.000000 3.014737 30.424820 166.898920
 3340.000000 -3.065800 41.462674 166.948920
 3341.000000 -3.109760 39.354412 166.998920
 3342.000000 2.869919 21.956297 167.048919
 3343.000000 3.101998 35.634645 167.098919
 3344.000000 3.061117 33.370669 167.148918
 3345.000000 2.802734 18.284344 167.198918
 3346.000000 3.074279 34.210853 167.248918
 3347.000000 2.923083 25.323236 167.298918
 3348.000000 3.131293 37.460072 167.348918
 3349.000000 2.862309 21.825740 167.398918
 3350.000000 2.945515 26.805052 167.448918
 3351.000000 2.819099 19.455149 167.498918
 3352.000000 -3.108605 39.862188 167.548917
 3353.000000 3.095588 35.726898 167.598916
 3354.000000 3.112607 36.715322 167.648916
 3355.000000 -3.122568 39.303154 167.698915
 3356.000000 3.089871 35.556842 167.748915
 3357.000000 -2.991350 45.393147 167.798915
 3358.000000 3.123938 37.523802 167.848914
 3359.000000 3.139947 38.426318 167.898914
 3360.000000 3.087212 35.599180 167.948914
 3361.000000 3.044123 33.179814 167.998914
 3362.000000 2.732912 15.187964 168.048913
 3363.000000 2.814631 19.634930 168.098913
 3364.000000 3.028363 32.380221 168.148913
 3365.000000 -2.701345 54.154772 168.198912
 3366.000000 -2.877925 49.682797 168.248912
 3367.000000 -2.783920 52.324268 168.298911
 3368.000000 -2.970964 46.602750 168.348911
 3369.000000 -2.705561 54.242357 168.398911
 3370.000000 -2.745616 53.390093 168.448910
 3371.000000 -2.924172 48.420099 168.498910
 3372.000000 -3.091652 41.531692 168.548910
 3373.000000 -2.709544 54.323538 168.598909
 3374.000000 2.919087 26.028571 168.648909
 3375.000000 3.138667 38.949269 168.698909
 3376.000000 -2.908035 49.158782 168.748909
 3377.000000 -2.942345 48.039324 168.798908
 3378.000000 -3.070092 42.818303 168.848908
 3379.000000 -2.748125 53.663723 168.898908
 3380.000000 -2.589604 56.974799 168.948908
 3381.000000 -2.667361 55.498047 168.998908
 3382.000000 -2.594342 56.983564 169.048907
 3383.000000 -2.496792 58.843828 169.098907
 3384.000000 -2.611366 56.753678 169.148907
 3385.000000 -2.752093 53.845404 169.198906
 3386.000000 -2.723979 54.534847 169.248906
 3387.000000 -2.544720 58.150467 169.298906
 3388.000000 -2.610559 56.961987 169.348905
 3389.000000 -2.762063 53.796323 169.398904
 3390.000000 -2.630458 56.669915 169.448904
 3391.000000 -2.919835 49.347373 169.498903
 3392.000000 -2.799967 52.994986 169.548903
 3393.000000 3.125564 38.706321 169.598903
 3394.000000 -2.813799 52.711143 169.648903
 3395.000000 -2.652540 56.428106 169.698902
 3396.000000 -3.086524 42.548408 169.748902
 3397.000000 -2.744652 54.551211 169.798902
 3398.000000 -2.766933 54.077095 169.848902
 3399.000000 -2.750381 54.518714 169.898901
 3400.000000 -3.059441 44.012640 169.948901
 3401.000000 -2.981653 47.479142 169.998900
 3402.000000 -2.915893 49.979436 170.048900
 3403.000000 -2.834331 52.561455 170.098900
 3404.000000 -3.077811 43.307891 170.148899
 3405.000000 -2.904761 50.500286 170.198899
 3406.000000 -3.049858 44.746762 170.248898
 3407.000000 3.087190 37.022728 170.298898
 3408.000000 -2.551867 58.694764 170.348898
 3409.000000 -3.133805 40.605542 170.398897
 3410.000000 -2.840729 52.662263 170.448897
 3411.000000 -2.875263 51.697438 170.498897
 3412.000000 -2.677408 56.563395 170.548896
 3413.000000 -2.285875 62.938981 170.598896
 3414.000000 -2.490202 59.931104 170.648895
 3415.000000 -2.587543 58.345020 170.698895
 3416.000000 -2.743817 55.337078 170.748895
 3417.000000 -2.512291 59.709840 170.798894
 3418.000000 -2.414625 61.300386 170.848894
 3419.000000 -3.022412 46.389919 170.898894
 3420.000000 -2.865124 52.319809 170.948893
 3421.000000 2.984971 31.025837 170.998893
 3422.000000 3.129862 39.863779 171.048893
 3423.000000 3.078707 36.931050 171.098893
 3424.000000 -2.619286 58.066101 171.148893
 3425.000000 3.113232 39.027908 171.198892
 3426.000000 -2.975181 48.683748 171.248892
 3427.000000 -2.674608 57.140664 171.298891
 3428.000000 -2.961522 49.308608 171.348891
 3429.000000 -2.798649 54.509260 171.398890
 3430.000000 -2.707298 56.626644 171.448890
 3431.000000 3.112777 39.203841 171.498890
 3432.000000 -2.914530 51.204422 171.548889
 3433.000000 2.848842 22.733880 171.598889
 3434.000000 -3.128993 41.671552 171.648889
 3435.000000 2.858438 23.413691 171.698888
 3436.000000 2.875037 24.502531 171.748888
 3437.000000 2.984853 31.580650 171.798888
 3438.000000 2.858590 23.569934 171.848888
 3439.000000 2.888576 25.506819 171.898888
 3440.000000 -3.103403 43.276919 171.948887
 3441.000000 -3.127353 42.049014 171.998887
 3442.000000 2.991909 32.264046 172.048886
 3443.000000 3.017562 33.941782 172.098886
 3444.000000 2.783185 19.249848 172.148886
 3445.000000 -2.972976 49.446231 172.198886
 3446.000000 2.866609 24.402996 172.248885
 3447.000000 2.854018 23.663515 172.298885
 3448.000000 2.966548 30.906255 172.348885
 3449.000000 2.824694 21.943760 172.398884
 3450.000000 2.880311 25.467451 172.448884
 3451.000000 3.069003 37.471315 172.498883
 3452.000000 2.980087 31.967725 172.548883
 3453.000000 2.823061 22.027399 172.598883
 3454.000000 3.087235 38.695185 172.648882
 3455.000000 -2.919825 51.649134 172.698882
 3456.000000 3.102215 39.660730 172.748882
 3457.000000 2.872435 25.258553 172.798881
 3458.000000 -3.069953 45.668290 172.848881
 3459.000000 -2.933335 51.346558 172.898881
 3460.000000 -2.570270 59.443809 172.948881
 3461.000000 -2.977589 49.804292 172.998881
 3462.000000 -2.816795 54.892569 173.048880
 3463.000000 3.066906 37.816707 173.098880
 3464.000000 2.898036 27.087811 173.148880
 3465.000000 -2.987390 49.579633 173.198879
 3466.000000 3.075717 38.483422 173.248879
 3467.000000 -2.889671 53.072318 173.298879
 3468.000000 -3.079241 45.635571 173.348878
 3469.000000 2.899931 27.383649 173.398878
 3470.000000 -3.132951 42.938582 173.448878
 3471.000000 -2.977063 50.242043 173.498878
 3472.000000 3.022387 35.441102 173.548877
 3473.000000 3.086708 39.454607 173.598877
 3474.000000 2.955778 31.240695 173.648876
 3475.000000 3.048073 37.202272 173.698876
 3476.000000 3.020821 35.539845 173.748875
 3477.000000 -2.806245 55.591975 173.798875
 3478.000000 -2.872244 53.966803 173.848875
 3479.000000 -2.620757 59.071781 173.898875
 3480.000000 -2.940495 51.925281 173.948874
 3481.000000 -2.728794 57.373193 173.998874
 3482.000000 -2.558383 60.099472 174.048874
 3483.000000 -2.416559 62.033343 174.098873
 3484.000000 -2.134055 65.073624 174.148873
 3485.000000 -1.927031 65.938976 174.198872
 3486.000000 -1.939380 65.983024 174.248872
 3487.000000 -1.814513 65.823619 174.298871
 3488.000000 -2.263944 64.023404 174.348871
 3489.000000 -2.930590 52.412395 174.398871
 3490.000000 -2.759908 56.976880 174.448871
 3491.000000 -3.059045 47.297799 174.498870
 3492.000000 -2.637071 59.213582 174.548870
 3493.000000 -2.533721 60.762030 174.598870
 3494.000000 -2.592445 59.982364 174.648869
 3495.000000 -2.552202 60.604207 174.698869
 3496.000000 -2.543443 60.776656 174.748868
 3497.000000 -2.813628 56.082036 174.798868
 3498.000000 -2.548549 60.792914 174.848867
 3499.000000 -2.823457 55.927965 174.898867
 3500.000000 -2.972626 51.287269 174.948866
 3501.000000 -2.656307 59.325114 174.998866
 3502.000000 -2.911393 53.553206 175.048866
 3503.000000 -2.613441 60.067787 175.098865
 3504.000000 -2.477637 61.955783 175.148865
 3505.000000 -2.910793 53.680854 175.198864
 3506.000000 -2.199122 65.049380 175.248863
 3507.000000 -2.941869 52.674045 175.298863
 3508.000000 -2.655884 59.609175 175.348863
 3509.000000 -2.500776 61.836581 175.398863
 3510.000000 -2.524899 61.576697 175.448862
 3511.000000 -2.125132 65.715814 175.498862
 3512.000000 -2.184795 65.355047 175.548862
 3513.000000 -2.751350 58.062933 175.598861
 3514.000000 -2.604120 60.628097 175.648861
 3515.000000 -2.552134 61.408015 175.698860
 3516.000000 -2.819802 56.643288 175.748860
 3517.000000 -2.208548 65.297545 175.798859
 3518.000000 -2.591184 60.982671 175.848859
 3519.000000 -2.487213 62.422650 175.898858
 3520.000000 -2.203653 65.449663 175.948858
 3521.000000 -2.623811 60.621098 175.998857
 3522.000000 -2.599987 61.029404 176.048857
 3523.000000 -2.419343 63.423730 176.098856
 3524.000000 -2.803979 57.294351 176.148856
 3525.000000 -2.777946 57.955785 176.198856
 3526.000000 -2.732886 58.963071 176.248855
 3527.000000 -2.284371 64.963614 176.298855
 3528.000000 -2.450641 63.246783 176.348855
 3529.000000 -2.584390 61.559857 176.398855
 3530.000000 -2.576858 61.715919 176.448855
 3531.000000 -2.326711 64.732308 176.498855
 3532.000000 -2.334186 64.708112 176.548854
 3533.000000 -2.589400 61.664500 176.598854
 3534.000000 -2.684364 60.185237 176.648854
 3535.000000 -2.429247 63.816550 176.698853
 3536.000000 -2.525265 62.694871 176.748853
 3537.000000 -2.354424 64.717308 176.798853
 3538.000000 -2.635228 61.189399 176.848852
 3539.000000 -2.223744 65.923348 176.898852
 3540.000000 -2.080017 66.687860 176.948852
 3541.000000 -2.279351 65.586466 176.998851
 3542.000000 -2.042952 66.859336 177.048851
 3543.000000 -2.545044 62.680829 177.098851
 3544.000000 -2.060882 66.895737 177.148850
 3545.000000 -1.884174 66.789242 177.198849
 3546.000000 -2.113099 66.833815 177.248849
 3547.000000 -1.962097 67.080263 177.298849
 3548.000000 -1.909861 67.017833 177.348849
 3549.000000 -2.430484 64.297438 177.398848
 3550.000000 -2.231861 66.322361 177.448848
 3551.000000 -2.300087 65.794980 177.498848
 3552.000000 -2.310240 65.749782 177.548848
 3553.000000 -2.244724 66.372166 177.598848
 3554.000000 -2.218358 66.617677 177.648848
 3555.000000 -2.582771 62.460021 177.698848
 3556.000000 -2.282375 66.189282 177.748848
 3557.000000 -2.532189 63.306377 177.798847
 3558.000000 -2.478866 64.092377 177.848847
 3559.000000 -2.720232 60.143606 177.898846
 3560.000000 -2.760225 59.300414 177.948846
 3561.000000 -2.375141 65.461181 177.998845
 3562.000000 -2.141727 67.305235 178.048845
 3563.000000 -2.275660 66.514623 178.098845
 3564.000000 -2.226029 66.942368 178.148844
 3565.000000 -2.097826 67.592584 178.198844
 3566.000000 -2.511188 63.959073 178.248844
 3567.000000 -2.162582 67.439089 178.298844
 3568.000000 -2.400393 65.480795 178.348844
 3569.000000 -2.143067 67.611310 178.398844
 3570.000000 -2.217972 67.270379 178.448843
 3571.000000 -1.899309 67.559557 178.498843
 3572.000000 -1.921184 67.710951 178.548843
 3573.000000 -1.935277 67.817409 178.598842
 3574.000000 -2.246786 67.215954 178.648842
 3575.000000 -2.131748 67.923448 178.698842
 3576.000000 -2.223321 67.486004 178.748841
 3577.000000 -1.930101 67.958317 178.798841
 3578.000000 -1.961333 68.117952 178.848840
 3579.000000 -2.050094 68.280386 178.898840
 3580.000000 -2.196350 67.834369 178.948840
 3581.000000 -2.604546 62.841689 178.998839
 3582.000000 -2.155623 68.128301 179.048839
 3583.000000 -2.332448 66.792222 179.098838
 3584.000000 -2.194203 68.018767 179.148838
 3585.000000 -2.499398 64.703738 179.198837
 3586.000000 -2.412715 65.974079 179.248837
 3587.000000 -2.335108 66.952878 179.298836
 3588.000000 -2.145714 68.425145 179.348836
 3589.000000 -2.280691 67.590849 179.398835
 3590.000000 -2.049874 68.695717 179.448835
 3591.000000 -2.236527 68.051536 179.498834
 3592.000000 -2.674495 61.828025 179.548834
 3593.000000 -2.562303 63.997129 179.598834
 3594.000000 -2.224889 68.239218 179.648834
 3595.000000 -2.044679 68.857629 179.698833
 3596.000000 -2.134030 68.795361 179.748833
 3597.000000 -2.406023 66.511729 179.798832
 3598.000000 -2.209184 68.528703 179.848832
 3599.000000 -1.993146 68.930556 179.898831
 3600.000000 -2.225533 68.510687 179.948831
 3601.000000 -2.051239 69.128247 179.998831
 3602.000000 -2.289218 68.068543 180.048830
 3603.000000 -2.414015 66.640175 180.098830
 3604.000000 -2.339017 67.640585 180.148829
 3605.000000 -2.207566 68.862730 180.198829
 3606.000000 -2.014814 69.266826 180.248828
 3607.000000 -2.351621 67.620252 180.298828
 3608.000000 -2.655619 62.635899 180.348827
 3609.000000 -2.478886 65.930115 180.398827
 3610.000000 -2.292315 68.392026 180.448827
 3611.000000 -2.312431 68.241061 180.498827
 3612.000000 -2.476993 66.098379 180.548826
 3613.000000 -2.424314 66.942783 180.598826
 3614.000000 -2.597817 64.062022 180.648825
 3615.000000 -2.418379 67.121290 180.698825
 3616.000000 -2.378197 67.710758 180.748825
 3617.000000 -2.292057 68.713956 180.798825
 3618.000000 -2.051343 69.692402 180.848824
 3619.000000 -2.342393 68.276172 180.898824
 3620.000000 -2.112592 69.802929 180.948823
 3621.000000 -2.122107 69.840764 180.998823
 3622.000000 -2.476765 66.518767 181.048822
 3623.000000 -2.282122 69.076619 181.098822
 3624.000000 -2.271466 69.220702 181.148821
 3625.000000 -2.118959 70.015234 181.198821
 3626.000000 -2.057406 70.042483 181.248820
 3627.000000 -2.314441 68.943583 181.298820
 3628.000000 -2.264447 69.467265 181.348819
 3629.000000 -1.973674 69.840144 181.398819
 3630.000000 -2.043941 70.190081 181.448818
 3631.000000 -2.396932 68.077334 181.498818
 3632.000000 -2.477514 66.871304 181.548818
 3633.000000 -2.185041 70.188413 181.598817
 3634.000000 -2.101221 70.421722 181.648817
 3635.000000 -2.758713 60.805310 181.698816
 3636.000000 -2.495539 66.707799 181.748816
 3637.000000 -2.503838 66.610664 181.798815
 3638.000000 -2.528257 66.216100 181.848815
 3639.000000 -2.926510 55.238194 181.898815
 3640.000000 -2.339775 69.173037 181.948815
 3641.000000 -2.493746 66.957758 181.998814
 3642.000000 -2.485495 67.151406 182.048814
 3643.000000 -2.761695 61.029712 182.098813
 3644.000000 -2.670533 63.464971 182.148813
 3645.000000 -2.064306 70.616152 182.198812
 3646.000000 -2.461755 67.704381 182.248812
 3647.000000 -2.132127 70.751532 182.298812
 3648.000000 -2.872358 57.573067 182.348811
 3649.000000 -2.907810 56.264996 182.398811
 3650.000000 -2.732893 62.077387 182.448810
 3651.000000 -3.138436 44.694298 182.498810
 3652.000000 -3.131689 45.153248 182.548810
 3653.000000 -2.913148 56.226737 182.598810
 3654.000000 -2.492746 67.394181 182.648810
 3655.000000 -2.485539 67.566716 182.698809
 3656.000000 -2.229165 70.590428 182.748809
 3657.000000 -2.466304 67.974621 182.798809
 3658.000000 -2.482450 67.757147 182.848808
 3659.000000 -2.596632 65.651731 182.898807
 3660.000000 -2.257363 70.575840 182.948807
 3661.000000 -2.255537 70.638297 182.998807
 3662.000000 -1.932498 70.166443 183.048806
 3663.000000 -2.428808 68.804878 183.098806
 3664.000000 -2.374045 69.609528 183.148806
 3665.000000 -2.394375 69.395460 183.198806
 3666.000000 -2.671335 64.186030 183.248805
 3667.000000 -2.346914 70.065141 183.298805
 3668.000000 -2.666694 64.382451 183.348804
 3669.000000 -2.107872 71.318544 183.398804
 3670.000000 -2.412053 69.359078 183.448804
 3671.000000 -2.420321 69.289729 183.498803
 3672.000000 -2.979844 53.654286 183.548803
 3673.000000 3.098733 42.089297 183.598802
 3674.000000 -3.133065 45.388465 183.648802
 3675.000000 2.831752 23.943401 183.698801
 3676.000000 2.799523 21.894555 183.748801
 3677.000000 -3.015768 52.075161 183.798801
 3678.000000 2.849439 25.246136 183.848801
 3679.000000 -2.831130 59.902694 183.898800
 3680.000000 3.066150 40.228622 183.948800
 3681.000000 3.127053 44.236905 183.998800
 3682.000000 3.136312 44.866158 184.048799
 3683.000000 -2.942012 55.783972 184.098799
 3684.000000 2.871279 26.922425 184.148799
 3685.000000 3.016835 37.101507 184.198799
 3686.000000 -3.105676 47.534053 184.248799
 3687.000000 2.988967 35.263794 184.298798
 3688.000000 2.748328 19.090664 184.348798
 3689.000000 2.944526 32.241441 184.398797
 3690.000000 2.914125 30.166155 184.448797
 3691.000000 -3.012126 52.787548 184.498797
 3692.000000 -2.995537 53.644727 184.548797
 3693.000000 2.786383 21.637479 184.598797
 3694.000000 3.048570 39.666285 184.648797
 3695.000000 2.996832 36.161784 184.698796
 3696.000000 -3.125900 46.743528 184.748796
 3697.000000 2.970936 34.445625 184.798796
 3698.000000 2.965013 34.079432 184.848795
 3699.000000 3.107657 43.802886 184.898795
 3700.000000 -3.135244 46.365952 184.948794
 3701.000000 3.063863 41.036484 184.998794
 3702.000000 2.800640 22.907981 185.048794
 3703.000000 2.791155 22.339934 185.098794
 3704.000000 2.955525 33.688345 185.148794
 3705.000000 2.649210 14.081126 185.198793
 3706.000000 2.617727 12.556781 185.248793
 3707.000000 3.020289 38.308805 185.298793
 3708.000000 2.779460 21.811548 185.348792
 3709.000000 2.763428 20.842996 185.398792
 3710.000000 2.808217 23.781807 185.448791
 3711.000000 3.037811 39.670309 185.498791
 3712.000000 2.948379 33.533331 185.548790
 3713.000000 3.124970 45.428846 185.598790
 3714.000000 3.087348 43.095239 185.648790
 3715.000000 -3.060889 51.121603 185.698790
 3716.000000 3.009478 37.973680 185.748789
 3717.000000 -2.757263 62.939914 185.798789
 3718.000000 -3.066944 50.925709 185.848789
 3719.000000 3.048760 40.762703 185.898789
 3720.000000 2.641948 14.158550 185.948788
 3721.000000 2.994329 37.113387 185.998788
 3722.000000 2.885924 29.546039 186.048788
 3723.000000 2.846322 26.849083 186.098787
 3724.000000 -2.774480 62.614194 186.148787
 3725.000000 2.853447 27.398271 186.198787
 3726.000000 3.032766 39.959116 186.248787
 3727.000000 2.980303 36.392299 186.298786
 3728.000000 2.999092 37.749492 186.348786
 3729.000000 2.786428 23.053017 186.398786
 3730.000000 3.129402 46.397178 186.448785
 3731.000000 -2.772899 62.802461 186.498785
 3732.000000 3.002240 38.122583 186.548785
 3733.000000 3.003612 38.267343 186.598785
 3734.000000 -3.128743 48.066515 186.648785
 3735.000000 2.931327 33.286800 186.698785
 3736.000000 -2.955526 56.829900 186.748785
 3737.000000 3.066793 42.723257 186.798784
 3738.000000 -3.040330 53.056738 186.848784
 3739.000000 -3.116158 49.030377 186.898784
 3740.000000 -3.139147 47.732766 186.948783
 3741.000000 -2.935525 57.856439 186.998783
 3742.000000 -2.524194 68.241472 187.048783
 3743.000000 -2.427168 69.696017 187.098783
 3744.000000 -2.769063 63.308422 187.148782
 3745.000000 -2.823242 61.848681 187.198782
 3746.000000 -2.559855 67.821500 187.248781
 3747.000000 -2.878356 60.174500 187.298781
 3748.000000 -2.587173 67.428156 187.348781
 3749.000000 -2.529331 68.460571 187.398781
 3750.000000 -2.472595 69.363683 187.448780
 3751.000000 -2.440740 69.842896 187.498780
 3752.000000 -2.644528 66.523163 187.548780
 3753.000000 -2.918225 58.923678 187.598780
 3754.000000 -2.755529 64.093101 187.648779
 3755.000000 -2.599244 67.528491 187.698779
 3756.000000 3.025808 40.362551 187.748778
 3757.000000 2.993119 38.125839 187.798778
 3758.000000 3.136392 47.724448 187.848778
 3759.000000 2.974232 36.879938 187.898778
 3760.000000 2.915494 32.715078 187.948777
 3761.000000 2.686433 17.380339 187.998777
 3762.000000 2.820831 26.090387 188.048776
 3763.000000 2.834210 27.072138 188.098776
 3764.000000 2.835394 27.205034 188.148775
 3765.000000 2.667861 16.493804 188.198774
 3766.000000 2.793324 24.404144 188.248774
 3767.000000 -3.132288 48.904598 188.298774
 3768.000000 2.757387 22.095837 188.348774
 3769.000000 3.102464 46.005260 188.398773
 3770.000000 2.869550 29.878412 188.448773
 3771.000000 2.900163 32.115303 188.498773
 3772.000000 3.010848 40.028138 188.548772
 3773.000000 3.069199 44.035016 188.598772
 3774.000000 3.045396 42.496532 188.648772
 3775.000000 3.113956 47.008225 188.698772
 3776.000000 2.986398 38.514050 188.748771
 3777.000000 -2.988274 56.747251 188.798771
 3778.000000 -3.084896 52.068540 188.848770
 3779.000000 -3.100984 51.234379 188.898770
 3780.000000 3.117903 47.492367 188.948770
 3781.000000 -3.089207 51.983198 188.998769
 3782.000000 3.009834 40.419204 189.048769
 3783.000000 2.768596 23.348631 189.098769
 3784.000000 -2.971966 57.732642 189.148768
 3785.000000 3.031005 42.010593 189.198768
 3786.000000 3.047079 43.157854 189.248767
 3787.000000 -2.979326 57.547017 189.298766
 3788.000000 2.937045 35.479087 189.348766
 3789.000000 -2.886085 61.132659 189.398766
 3790.000000 3.108429 47.340333 189.448765
 3791.000000 -3.055648 54.173619 189.498765
 3792.000000 -3.120652 50.703069 189.548765
 3793.000000 -2.870518 61.804751 189.598764
 3794.000000 -3.071193 53.516223 189.648764
 3795.000000 -2.840005 62.816890 189.698764
 3796.000000 3.074974 45.436316 189.748764
 3797.000000 3.031913 42.571558 189.798764
 3798.000000 3.004986 40.737140 189.848763
 3799.000000 -3.067223 53.944736 189.898763
 3800.000000 2.765243 23.581354 189.948763
 3801.000000 -2.992093 57.585876 189.998762
 3802.000000 -3.053143 54.782803 190.048762
 3803.000000 -2.827848 63.419561 190.098762
 3804.000000 2.818010 27.361641 190.148761
 3805.000000 3.041419 43.555104 190.198761
 3806.000000 3.062441 45.033387 190.248760
 3807.000000 2.907303 34.007180 190.298760
 3808.000000 2.989355 40.044050 190.348759
 3809.000000 2.655410 16.876840 190.398759
 3810.000000 2.902213 33.769546 190.448759
 3811.000000 3.101917 47.822362 190.498759
 3812.000000 3.027624 42.921089 190.548758
 3813.000000 2.773763 24.634081 190.598757
 3814.000000 2.952999 37.682240 190.648757
 3815.000000 3.106405 48.282783 190.698757
 3816.000000 2.773181 24.719377 190.748756
 3817.000000 2.846071 29.971461 190.798756
 3818.000000 2.839046 29.509660 190.848755
 3819.000000 3.091258 47.478974 190.898755
 3820.000000 -2.915628 61.108971 190.948754
 3821.000000 -3.107212 52.640641 190.998754
 3822.000000 3.060162 45.577290 191.048753
 3823.000000 -2.783285 64.960156 191.098753
 3824.000000 -2.893378 62.015827 191.148753
 3825.000000 2.931771 36.554371 191.198753
 3826.000000 3.119660 49.558149 191.248753
 3827.000000 3.106576 48.793679 191.298752
 3828.000000 -3.076607 54.589525 191.348752
 3829.000000 3.119512 49.697487 191.398751
 3830.000000 3.057695 45.756929 191.448751
 3831.000000 -3.090922 53.981880 191.498751
 3832.000000 2.861043 31.593812 191.548750
 3833.000000 2.868751 32.215203 191.598750
 3834.000000 2.745414 23.377249 191.648750
 3835.000000 -3.104447 53.388688 191.698750
 3836.000000 3.125053 50.338437 191.748749
 3837.000000 3.066626 46.665722 191.798749
 3838.000000 3.033284 44.452067 191.848749
 3839.000000 -3.108719 53.346941 191.898748
 3840.000000 -3.032229 57.262001 191.948748
 3841.000000 2.906500 35.360515 191.998747
 3842.000000 3.071473 47.222452 192.048746
 3843.000000 3.082959 48.024031 192.098746
 3844.000000 2.971491 40.324738 192.148746
 3845.000000 -3.096279 54.295810 192.198746
 3846.000000 -3.079312 55.234576 192.248745
 3847.000000 2.885041 34.003929 192.298745
 3848.000000 -3.052669 56.638322 192.348745
 3849.000000 -3.088073 54.913775 192.398744
 3850.000000 2.954826 39.352486 192.448744
 3851.000000 3.048982 46.137617 192.498743
 3852.000000 -3.086386 55.136975 192.548743
 3853.000000 3.055798 46.696405 192.598743
 3854.000000 2.761730 25.152510 192.648742
 3855.000000 2.853794 31.980418 192.698742
 3856.000000 3.135440 51.880572 192.748742
 3857.000000 2.866374 33.014475 192.798742
 3858.000000 3.102216 49.939932 192.848742
 3859.000000 2.976343 41.356110 192.898741
 3860.000000 -2.770106 66.126124 192.948740
 3861.000000 -3.008608 59.130276 192.998740
 3862.000000 2.945925 39.199548 193.048740
 3863.000000 3.060461 47.437839 193.098740
 3864.000000 2.955218 39.990728 193.148740
 3865.000000 3.128212 51.843245 193.198739
 3866.000000 3.031053 45.571797 193.248739
 3867.000000 -2.927196 62.365446 193.298738
 3868.000000 3.112164 51.004824 193.348738
 3869.000000 -2.873715 64.030756 193.398738
 3870.000000 2.928590 38.223611 193.448737
 3871.000000 3.082157 49.228626 193.498737
 3872.000000 -3.079745 56.315710 193.548737
 3873.000000 -2.942327 62.116034 193.598737
 3874.000000 -3.125462 53.965802 193.648737
 3875.000000 -2.888183 63.868224 193.698737
 3876.000000 3.049459 47.259676 193.748736
 3877.000000 -3.030634 58.875888 193.798736
 3878.000000 -2.807992 65.935261 193.848735
 3879.000000 -3.124083 54.262342 193.898735
 3880.000000 2.865447 33.720848 193.948734
 3881.000000 2.985057 42.872006 193.998734
 3882.000000 2.797814 28.656366 194.048734
 3883.000000 3.004269 44.367030 194.098734
 3884.000000 3.088235 50.184168 194.148734
 3885.000000 2.900821 36.683843 194.198734
 3886.000000 -3.128110 54.327097 194.248733
 3887.000000 -2.973335 61.557761 194.298733
 3888.000000 -2.975361 61.533416 194.348732
 3889.000000 -2.811521 66.166357 194.398732
 3890.000000 -2.949945 62.526215 194.448731
 3891.000000 -2.857128 65.244689 194.498731
 3892.000000 -3.045748 58.815401 194.548731
 3893.000000 3.122310 52.701450 194.598730
 3894.000000 -3.128663 54.649079 194.648730
 3895.000000 -3.096732 56.450389 194.698730
 3896.000000 -2.977937 61.815291 194.748729
 3897.000000 2.801749 29.358157 194.798729
 3898.000000 -2.883136 64.857682 194.848729
 3899.000000 -3.020945 60.225122 194.898728
 3900.000000 -2.726750 68.050257 194.948728
 3901.000000 -2.641556 69.212857 194.998728
 3902.000000 -3.047525 59.154285 195.048728
 3903.000000 -2.889631 64.910305 195.098727
 3904.000000 -2.723613 68.272022 195.148727
 3905.000000 3.132377 53.769628 195.198727
 3906.000000 -3.140083 54.457276 195.248726
 3907.000000 -2.984976 62.011796 195.298726
 3908.000000 3.042364 48.005674 195.348726
 3909.000000 2.731703 24.366456 195.398726
 3910.000000 3.032749 47.407596 195.448725
 3911.000000 2.941585 40.641512 195.498725
 3912.000000 3.034557 47.634732 195.548725
 3913.000000 -2.973243 62.650925 195.598724
 3914.000000 2.828881 31.913773 195.648723
 3915.000000 2.779752 28.167903 195.698723
 3916.000000 3.041653 48.303895 195.748723
 3917.000000 3.043676 48.496146 195.798722
 3918.000000 -3.095123 57.457602 195.848721
 3919.000000 -2.880277 65.663710 195.898721
 3920.000000 2.828161 32.082146 195.948721
 3921.000000 2.920134 39.391601 195.998720
 3922.000000 2.788480 29.093183 196.048720
 3923.000000 -3.133351 55.546763 196.098720
 3924.000000 2.917248 39.301979 196.148720
 3925.000000 -3.032331 60.720665 196.198719
 3926.000000 -3.046128 60.159300 196.248719
 3927.000000 2.946403 41.694509 196.298718
 3928.000000 -2.924144 64.747306 196.348718
 3929.000000 3.044891 49.094544 196.398718
 3930.000000 2.755450 26.832945 196.448717
 3931.000000 2.812683 31.294005 196.498717
 3932.000000 -3.107212 57.370708 196.548716
 3933.000000 2.857261 34.904271 196.598716
 3934.000000 3.013351 47.053168 196.648716
 3935.000000 3.003777 46.401172 196.698716
 3936.000000 3.056876 50.240467 196.748716
 3937.000000 3.018456 47.574206 196.798715
 3938.000000 3.045220 49.532360 196.848715
 3939.000000 3.111548 53.966405 196.898714
