#! FIELDS time cv2 metad.bias metad.work
#! SET min_cv2 -pi
#! SET max_cv2 pi
 4725.000000 -2.426178 67.419545 236.198414
 4726.000000 -2.438124 67.241466 236.248413
 4727.000000 -2.206866 73.023227 236.298413
 4728.000000 -2.387243 68.360737 236.348413
 4729.000000 -2.903172 57.675076 236.398412
 4730.000000 -2.531578 65.820341 236.448412
 4731.000000 -2.748423 62.262527 236.498411
 4732.000000 -2.453079 67.210750 236.548411
 4733.000000 -2.537093 65.875390 236.598411
 4734.000000 -2.495898 66.573602 236.648410
 4735.000000 -2.806525 61.015222 236.698410
 4736.000000 -2.493670 66.693720 236.748410
 4737.000000 -3.060694 50.333510 236.798409
 4738.000000 -2.949703 56.075482 236.848409
 4739.000000 -3.107932 47.566074 236.898409
 4740.000000 -2.820226 60.838284 236.948408
 4741.000000 -2.485002 66.962602 236.998408
 4742.000000 -2.718185 63.325735 237.048407
 4743.000000 -2.973228 55.196408 237.098407
 4744.000000 -2.557437 65.967871 237.148406
 4745.000000 3.033574 37.965690 237.198406
 4746.000000 2.895651 27.896423 237.248405
 4747.000000 2.837263 23.837004 237.298405
 4748.000000 2.683339 14.404889 237.348404
 4749.000000 2.741717 17.769102 237.398404
 4750.000000 2.954362 32.355901 237.448403
 4751.000000 3.138424 45.561469 237.498403
 4752.000000 2.791846 21.025901 237.548403
 4753.000000 2.767630 19.530221 237.598403
 4754.000000 2.852441 25.209050 237.648402
 4755.000000 2.825300 23.395269 237.698402
 4756.000000 2.817054 22.889115 237.748401
 4757.000000 2.709711 16.257758 237.798401
 4758.000000 2.675433 14.422643 237.848401
 4759.000000 2.549055 8.705491 237.898400
 4760.000000 2.858394 25.896276 237.948400
 4761.000000 2.950407 32.539088 237.998400
 4762.000000 3.120346 44.709671 238.048399
 4763.000000 -3.121903 47.433822 238.098399
 4764.000000 2.897119 28.811024 238.148398
 4765.000000 -3.012734 53.811408 238.198398
 4766.000000 -2.405721 68.572258 238.248398
 4767.000000 -2.390854 68.917163 238.298397
 4768.000000 -2.261596 72.014786 238.348397
 4769.000000 -2.455901 67.803957 238.398396
 4770.000000 -2.277176 71.696243 238.448396
 4771.000000 -2.579849 66.002261 238.498395
 4772.000000 -2.619083 65.486399 238.548395
 4773.000000 -2.422818 68.575230 238.598395
 4774.000000 -2.142577 75.609739 238.648394
 4775.000000 -2.314420 70.975660 238.698394
 4776.000000 -1.864485 82.518939 238.748394
 4777.000000 -2.400949 69.145236 238.798393
 4778.000000 -2.023703 79.130260 238.848393
 4779.000000 -2.466487 68.022081 238.898393
 4780.000000 -2.541652 66.884978 238.948392
 4781.000000 -2.780241 62.751459 238.998392
 4782.000000 -2.937529 57.616158 239.048391
 4783.000000 2.884101 28.005347 239.098391
 4784.000000 -3.130073 47.250355 239.148391
 4785.000000 -2.892482 59.506924 239.198391
 4786.000000 -3.095958 49.501774 239.248390
 4787.000000 -2.956603 56.995719 239.298390
 4788.000000 -3.134539 47.143100 239.348389
 4789.000000 -2.978293 56.089164 239.398389
 4790.000000 -3.065868 51.499087 239.448388
 4791.000000 3.043488 39.981014 239.498388
 4792.000000 3.092745 43.545136 239.548388
 4793.000000 3.079249 42.645764 239.598387
 4794.000000 2.939223 32.430275 239.648387
 4795.000000 2.940539 32.577552 239.698387
 4796.000000 3.097130 44.041621 239.748387
 4797.000000 2.903489 29.944051 239.798387
 4798.000000 3.000451 37.166070 239.848386
 4799.000000 2.839564 25.451171 239.898386
 4800.000000 3.111888 45.236936 239.948386
 4801.000000 2.935358 32.480790 239.998385
 4802.000000 -2.810290 62.589212 240.048385
 4803.000000 2.780302 21.559601 240.098385
 4804.000000 2.997607 37.209131 240.148384
 4805.000000 -3.100878 50.013033 240.198384
 4806.000000 2.721266 17.949510 240.248384
 4807.000000 -3.050087 53.054236 240.298384
 4808.000000 -3.051369 53.032927 240.348383
 4809.000000 3.065594 42.377752 240.398383
 4810.000000 -3.130068 48.391483 240.448383
 4811.000000 -3.014200 55.157584 240.498383
 4812.000000 -3.064936 52.460974 240.548382
 4813.000000 2.915880 31.499572 240.598382
 4814.000000 3.057022 41.995078 240.648382
 4815.000000 -3.097708 50.656774 240.698382
 4816.000000 -3.133881 48.429648 240.748381
 4817.000000 2.711682 17.661359 240.798381
 4818.000000 -3.075792 52.082527 240.848381
 4819.000000 2.942173 33.710559 240.898381
 4820.000000 -3.093984 51.091517 240.948381
 4821.000000 2.859400 27.680219 240.998380
 4822.000000 3.126727 47.199202 241.048380
 4823.000000 3.096327 45.178625 241.098380
 4824.000000 2.783133 22.458281 241.148380
 4825.000000 3.116442 46.639489 241.198379
 4826.000000 3.059068 42.684859 241.248379
 4827.000000 2.826002 25.540716 241.298379
 4828.000000 3.007002 38.967721 241.348378
 4829.000000 2.951024 34.834131 241.398378
 4830.000000 -3.131181 49.199393 241.448378
 4831.000000 2.914878 32.218270 241.498377
 4832.000000 2.984835 37.513217 241.548377
 4833.000000 -2.857857 62.112050 241.598377
 4834.000000 -3.114383 50.428784 241.648377
 4835.000000 2.916736 32.512223 241.698376
 4836.000000 2.793011 23.587234 241.748376
 4837.000000 2.905672 31.781091 241.798376
 4838.000000 2.938808 34.313685 241.848375
 4839.000000 2.723615 19.156975 241.898375
 4840.000000 2.995553 38.655842 241.948375
 4841.000000 2.874782 29.677237 241.998375
 4842.000000 2.909252 32.290386 242.048375
 4843.000000 2.821658 25.925098 242.098375
 4844.000000 2.952735 35.645338 242.148374
 4845.000000 2.854555 28.392980 242.198373
 4846.000000 2.942992 35.012791 242.248373
 4847.000000 2.759037 21.803461 242.298373
 4848.000000 2.907188 32.428984 242.348373
 4849.000000 2.966445 36.912418 242.398372
 4850.000000 2.889019 31.174031 242.448371
 4851.000000 2.775307 23.082922 242.498371
 4852.000000 2.674426 16.747464 242.548371
 4853.000000 3.117720 47.861949 242.598370
 4854.000000 2.577687 11.730413 242.648370
 4855.000000 2.920361 33.721550 242.698370
 4856.000000 2.760745 22.318581 242.748369
 4857.000000 2.686239 17.652051 242.798369
 4858.000000 3.068698 44.702526 242.848368
 4859.000000 2.881885 31.041421 242.898368
 4860.000000 -2.981287 58.236147 242.948368
 4861.000000 2.892691 31.917259 242.998367
 4862.000000 2.803931 25.525244 243.048367
 4863.000000 -3.053685 54.862119 243.098367
 4864.000000 2.783730 24.194028 243.148366
 4865.000000 3.116885 48.254488 243.198366
 4866.000000 2.890060 31.939831 243.248366
 4867.000000 2.914123 33.783701 243.298365
 4868.000000 2.807398 26.023422 243.348365
 4869.000000 2.830340 27.712426 243.398364
 4870.000000 2.962935 37.567471 243.448364
 4871.000000 3.037540 43.070053 243.498363
 4872.000000 2.959599 37.418000 243.548363
 4873.000000 3.138548 49.979905 243.598362
 4874.000000 2.912679 34.008872 243.648362
 4875.000000 -3.138802 50.433559 243.698362
 4876.000000 -3.044280 55.826220 243.748362
 4877.000000 -2.817165 63.971659 243.798361
 4878.000000 3.025077 42.480337 243.848360
 4879.000000 2.968528 38.374845 243.898360
 4880.000000 2.953467 37.299093 243.948359
 4881.000000 -3.120864 51.793066 243.998359
 4882.000000 3.117374 49.035811 244.048359
 4883.000000 -2.850935 63.356645 244.098358
 4884.000000 -2.964572 59.756628 244.148358
 4885.000000 -2.654407 66.694337 244.198357
 4886.000000 -2.975534 59.396839 244.248357
 4887.000000 -2.944052 60.675721 244.298357
 4888.000000 -2.855916 63.466098 244.348356
 4889.000000 3.070639 46.139469 244.398356
 4890.000000 2.820030 27.620758 244.448356
 4891.000000 -3.137118 51.207477 244.498356
 4892.000000 2.866924 31.170958 244.548356
 4893.000000 2.914047 34.775320 244.598356
 4894.000000 2.805939 26.778648 244.648355
 4895.000000 2.764810 23.921305 244.698355
 4896.000000 3.118786 49.667156 244.748355
 4897.000000 2.906174 34.364815 244.798354
 4898.000000 2.791392 25.916969 244.848354
 4899.000000 2.889454 33.198552 244.898354
 4900.000000 2.978590 39.966047 244.948353
 4901.000000 3.001105 41.683562 244.998353
 4902.000000 2.799773 26.700525 245.048353
 4903.000000 2.882007 32.831080 245.098352
 4904.000000 2.993531 41.266077 245.148352
 4905.000000 2.878407 32.657333 245.198352
 4906.000000 2.801599 27.022516 245.248352
 4907.000000 2.879867 32.866046 245.298352
 4908.000000 2.674225 18.537210 245.348351
 4909.000000 2.986111 40.939712 245.398351
 4910.000000 2.870238 32.282232 245.448350
 4911.000000 2.862916 31.783939 245.498350
 4912.000000 3.078758 47.670309 245.548350
 4913.000000 2.868718 32.309986 245.598350
 4914.000000 2.995615 41.878772 245.648350
 4915.000000 2.824017 29.077923 245.698350
 4916.000000 2.807402 27.910012 245.748350
 4917.000000 2.527744 11.018829 245.798349
 4918.000000 2.711525 21.330341 245.848349
 4919.000000 2.791378 26.887243 245.898349
 4920.000000 2.700259 20.694523 245.948349
 4921.000000 2.898531 34.914807 245.998348
 4922.000000 3.027487 44.492172 246.048348
 4923.000000 2.777242 26.063608 246.098347
 4924.000000 2.926784 37.183133 246.148347
 4925.000000 2.869926 32.958291 246.198347
 4926.000000 2.954584 39.359760 246.248347
 4927.000000 -3.010530 59.046464 246.298346
 4928.000000 2.932422 37.785616 246.348346
 4929.000000 2.900691 35.448569 246.398346
 4930.000000 2.843981 31.241931 246.448346
 4931.000000 2.897274 35.290282 246.498345
 4932.000000 2.695522 20.867061 246.548345
 4933.000000 2.757483 25.108035 246.598344
 4934.000000 3.052420 46.755164 246.648343
 4935.000000 2.879037 34.100936 246.698343
 4936.000000 3.059274 47.317821 246.748343
 4937.000000 2.776917 26.654468 246.798342
 4938.000000 2.875103 33.946873 246.848342
 4939.000000 2.996117 43.006827 246.898342
 4940.000000 2.852122 32.321268 246.948342
 4941.000000 2.768447 26.237029 246.998342
 4942.000000 2.985332 42.361373 247.048341
 4943.000000 2.869889 33.797358 247.098341
 4944.000000 3.026526 45.405038 247.148341
 4945.000000 3.080367 49.118495 247.198340
 4946.000000 3.059913 47.808915 247.248340
 4947.000000 2.782545 27.498248 247.298340
 4948.000000 2.749761 25.206099 247.348340
 4949.000000 2.957939 40.675174 247.398339
 4950.000000 2.743954 24.890033 247.448339
 4951.000000 2.707320 22.428829 247.498338
 4952.000000 2.782323 27.724647 247.548338
 4953.000000 2.963996 41.296081 247.598338
 4954.000000 2.718042 23.290807 247.648337
 4955.000000 2.711920 22.925764 247.698337
 4956.000000 2.994367 43.630374 247.748337
 4957.000000 2.933237 39.198264 247.798337
 4958.000000 3.044539 47.244560 247.848337
 4959.000000 -3.124374 54.423335 247.898336
 4960.000000 2.789068 28.560530 247.948336
 4961.000000 2.955799 41.055156 247.998336
 4962.000000 2.873965 34.980513 248.048336
 4963.000000 2.926546 38.983145 248.098335
 4964.000000 2.793528 29.076316 248.148335
 4965.000000 2.932999 39.559951 248.198335
 4966.000000 2.952271 41.038133 248.248335
 4967.000000 3.040578 47.385116 248.298335
 4968.000000 2.998799 44.518832 248.348334
 4969.000000 3.004535 44.975778 248.398334
 4970.000000 2.825276 31.700234 248.448334
 4971.000000 3.056614 48.656732 248.498334
 4972.000000 2.768442 27.591875 248.548333
 4973.000000 -3.040334 59.133514 248.598333
 4974.000000 3.110760 52.239403 248.648332
 4975.000000 2.821088 31.585726 248.698332
 4976.000000 2.784027 28.882619 248.748331
 4977.000000 2.854406 34.195079 248.798331
 4978.000000 2.995542 44.739057 248.848331
 4979.000000 2.664812 20.698851 248.898331
 4980.000000 3.006327 45.583895 248.948331
 4981.000000 3.137533 54.088970 248.998331
 4982.000000 2.676947 21.597683 249.048331
 4983.000000 2.679855 21.840952 249.098330
 4984.000000 2.813666 31.437071 249.148330
 4985.000000 2.960987 42.531762 249.198329
 4986.000000 3.014803 46.430090 249.248328
 4987.000000 3.031766 47.650903 249.298328
 4988.000000 2.794642 30.195924 249.348328
 4989.000000 3.046510 48.737841 249.398328
 4990.000000 2.649852 20.143990 249.448327
 4991.000000 2.699219 23.475298 249.498327
 4992.000000 2.602919 17.341640 249.548327
 4993.000000 2.906750 38.856082 249.598326
 4994.000000 2.840348 33.896890 249.648326
 4995.000000 2.807686 31.490650 249.698325
 4996.000000 2.641688 19.897563 249.748325
 4997.000000 2.743205 26.850775 249.798325
 4998.000000 2.736213 26.400072 249.848324
 4999.000000 2.751967 27.582631 249.898324
 5000.000000 2.793385 30.669346 249.948324
 5001.000000 2.697105 23.810122 249.998324
 5002.000000 2.814738 32.357151 250.048323
 5003.000000 2.348307 6.341290 250.098323
 5004.000000 2.681539 22.878820 250.148322
 5005.000000 2.660312 21.518198 250.198321
 5006.000000 3.039020 48.801050 250.248321
 5007.000000 2.698575 24.169533 250.298321
 5008.000000 2.795089 31.147007 250.348320
 5009.000000 2.723033 25.971710 250.398320
 5010.000000 2.634725 20.091663 250.448320
 5011.000000 2.540570 14.640698 250.498320
 5012.000000 2.573581 16.509969 250.548319
 5013.000000 2.673446 22.755825 250.598319
 5014.000000 2.540657 14.791636 250.648319
 5015.000000 2.604119 18.445755 250.698318
 5016.000000 2.745483 27.891949 250.748318
 5017.000000 2.703506 24.990885 250.798317
 5018.000000 2.987014 45.641914 250.848317
 5019.000000 2.656340 21.903944 250.898317
 5020.000000 2.551279 15.623165 250.948317
 5021.000000 2.832099 34.461755 250.998316
 5022.000000 2.447250 10.621087 251.048315
 5023.000000 2.744512 28.136068 251.098315
 5024.000000 2.623073 20.012705 251.148315
 5025.000000 2.689172 24.374052 251.198314
 5026.000000 2.778080 30.705188 251.248314
 5027.000000 2.741956 28.149939 251.298313
 5028.000000 2.655139 22.252804 251.348313
 5029.000000 2.521197 14.417622 251.398313
 5030.000000 2.973850 45.132852 251.448313
 5031.000000 2.820584 34.046767 251.498312
 5032.000000 2.701769 25.561585 251.548312
 5033.000000 2.900938 40.056900 251.598311
 5034.000000 2.552546 16.284352 251.648311
 5035.000000 2.690616 24.935039 251.698310
 5036.000000 2.582710 18.105589 251.748310
 5037.000000 2.924786 41.936698 251.798310
 5038.000000 2.707744 26.250777 251.848309
 5039.000000 2.773723 30.988952 251.898309
 5040.000000 2.792748 32.422095 251.948309
 5041.000000 2.676591 24.267975 251.998309
 5042.000000 2.735256 28.376541 252.048308
 5043.000000 2.877082 38.747884 252.098308
 5044.000000 2.616759 20.519714 252.148308
 5045.000000 2.537418 15.918890 252.198307
 5046.000000 2.775432 31.443259 252.248307
 5047.000000 2.655331 23.138581 252.298306
 5048.000000 2.633975 21.803488 252.348306
 5049.000000 2.675509 24.579913 252.398306
 5050.000000 2.673999 24.528427 252.448306
 5051.000000 2.595730 19.565214 252.498305
 5052.000000 2.835647 36.102607 252.548305
 5053.000000 2.578353 18.615099 252.598304
 5054.000000 2.630794 21.890712 252.648304
 5055.000000 2.727837 28.472190 252.698304
 5056.000000 2.772881 31.729965 252.748304
 5057.000000 2.513251 15.161060 252.798303
 5058.000000 2.447278 11.978575 252.848303
 5059.000000 2.632603 22.241305 252.898303
 5060.000000 2.709584 27.427891 252.948303
 5061.000000 2.679409 25.416085 252.998303
 5062.000000 3.131079 55.780574 253.048302
 5063.000000 2.515863 15.543140 253.098302
 5064.000000 2.693294 26.475105 253.148302
 5065.000000 2.955583 45.142022 253.198301
 5066.000000 -2.956953 63.648471 253.248301
 5067.000000 2.749322 30.484172 253.298300
 5068.000000 2.833287 36.581270 253.348300
 5069.000000 2.715056 28.171181 253.398299
 5070.000000 2.800725 34.321191 253.448299
 5071.000000 2.717029 28.407094 253.498299
 5072.000000 2.551041 17.805915 253.548299
 5073.000000 2.607765 21.248230 253.598298
 5074.000000 2.719813 28.743355 253.648298
 5075.000000 2.577279 19.484551 253.698298
 5076.000000 3.042778 51.192877 253.748298
 5077.000000 2.829504 36.706760 253.798297
 5078.000000 2.993225 48.159446 253.848297
 5079.000000 2.598890 20.933903 253.898296
 5080.000000 3.076500 53.346237 253.948296
 5081.000000 2.742355 30.620547 253.998296
 5082.000000 2.976366 47.215995 254.048296
 5083.000000 2.640701 23.747243 254.098295
 5084.000000 2.727744 29.726277 254.148295
 5085.000000 2.708167 28.407970 254.198295
 5086.000000 2.631953 23.324577 254.248295
 5087.000000 2.683422 26.801840 254.298294
 5088.000000 2.588533 20.679931 254.348294
 5089.000000 2.964392 46.672802 254.398294
 5090.000000 2.729683 30.146304 254.448293
 5091.000000 2.971281 47.220293 254.498293
 5092.000000 3.001737 49.246966 254.548292
 5093.000000 2.750572 31.754496 254.598292
 5094.000000 2.876159 40.811804 254.648292
 5095.000000 2.706388 28.734962 254.698292
 5096.000000 2.565977 19.612334 254.748291
 5097.000000 2.787524 34.590364 254.798291
 5098.000000 2.882567 41.441682 254.848291
 5099.000000 2.964376 47.108246 254.898290
 5100.000000 2.529006 17.601684 254.948290
 5101.000000 2.785561 34.629661 254.998289
 5102.000000 2.543654 18.531690 255.048289
 5103.000000 2.570424 20.171797 255.098289
 5104.000000 2.607524 22.525906 255.148289
 5105.000000 2.488079 15.598052 255.198288
 5106.000000 2.575464 20.626257 255.248288
 5107.000000 2.460424 14.275233 255.298287
 5108.000000 2.522098 17.596895 255.348287
 5109.000000 2.481169 15.433562 255.398287
 5110.000000 2.537512 18.572237 255.448286
 5111.000000 2.508445 16.990958 255.498286
 5112.000000 2.741304 31.927184 255.548286
 5113.000000 2.955115 46.890657 255.598285
 5114.000000 2.632134 24.574614 255.648285
 5115.000000 2.642456 25.301799 255.698285
 5116.000000 2.528570 18.321878 255.748284
 5117.000000 2.551114 19.679224 255.798284
 5118.000000 2.495573 16.595674 255.848284
 5119.000000 2.584029 21.763592 255.898283
 5120.000000 2.597514 22.651519 255.948283
 5121.000000 2.469478 15.366988 255.998283
 5122.000000 2.604023 23.157799 256.048282
 5123.000000 2.890533 42.861305 256.098282
 5124.000000 2.766907 34.256048 256.148281
 5125.000000 2.961064 47.663122 256.198281
 5126.000000 2.798506 36.576830 256.248280
 5127.000000 2.806347 37.179902 256.298280
 5128.000000 2.638786 25.653361 256.348280
 5129.000000 2.694604 29.457673 256.398280
 5130.000000 2.738998 32.583689 256.448279
 5131.000000 2.583445 22.254894 256.498279
 5132.000000 2.946899 47.026354 256.548279
 5133.000000 2.785852 36.015654 256.598279
 5134.000000 2.929017 45.949762 256.648278
 5135.000000 2.880744 42.741823 256.698278
 5136.000000 2.778442 35.637299 256.748278
 5137.000000 2.895848 43.871342 256.798278
 5138.000000 2.665751 27.893962 256.848277
 5139.000000 2.732419 32.542542 256.898277
 5140.000000 2.898349 44.175929 256.948277
 5141.000000 2.614038 24.599052 256.998276
 5142.000000 2.825140 39.209446 257.048276
 5143.000000 3.001474 50.934788 257.098275
 5144.000000 2.786429 36.577568 257.148275
 5145.000000 2.893316 44.065347 257.198275
 5146.000000 3.013555 51.793015 257.248274
 5147.000000 2.847184 40.988990 257.298274
 5148.000000 2.697390 30.499841 257.348274
 5149.000000 3.075807 55.399730 257.398273
 5150.000000 2.738187 33.434998 257.448273
 5151.000000 2.656118 27.789536 257.498273
 5152.000000 2.696737 30.631627 257.548273
 5153.000000 2.824163 39.652000 257.598272
 5154.000000 2.979838 50.086344 257.648272
 5155.000000 2.886989 44.094537 257.698271
 5156.000000 2.849705 41.582672 257.748271
 5157.000000 2.748360 34.484366 257.798271
 5158.000000 2.700524 31.167038 257.848270
 5159.000000 2.831887 40.483925 257.898270
 5160.000000 2.933233 47.405780 257.948269
 5161.000000 -3.103006 60.619163 257.998269
 5162.000000 2.879087 43.879834 258.048268
 5163.000000 2.787929 37.558076 258.098268
 5164.000000 2.726121 33.218796 258.148268
 5165.000000 2.887061 44.565932 258.198268
 5166.000000 2.554569 21.742914 258.248268
 5167.000000 2.709658 32.197053 258.298267
 5168.000000 2.497701 18.428062 258.348267
 5169.000000 2.901073 45.660495 258.398267
 5170.000000 2.560674 22.300876 258.448266
 5171.000000 3.133719 58.939439 258.498265
 5172.000000 2.723345 33.366646 258.548265
 5173.000000 3.013447 52.849819 258.598265
 5174.000000 3.126778 58.751787 258.648265
 5175.000000 2.621520 26.414398 258.698265
 5176.000000 2.567293 22.913039 258.748264
 5177.000000 2.642280 27.920082 258.798264
 5178.000000 2.933134 48.118889 258.848264
 5179.000000 2.859698 43.268551 258.898264
 5180.000000 -3.089195 61.666227 258.948264
 5181.000000 -2.838848 67.248644 258.998263
 5182.000000 -2.517112 68.911062 259.048263
 5183.000000 -2.510695 69.008666 259.098263
 5184.000000 -2.583465 68.623930 259.148263
 5185.000000 -2.566023 68.756583 259.198263
 5186.000000 -2.477528 69.442710 259.248263
 5187.000000 -2.291863 72.424033 259.298262
 5188.000000 -2.213947 74.338058 259.348262
 5189.000000 -2.609563 68.722105 259.398261
 5190.000000 -2.315788 72.051168 259.448261
 5191.000000 -2.575738 68.959886 259.498261
 5192.000000 -2.333648 71.785434 259.548261
 5193.000000 -2.541176 69.249434 259.598260
 5194.000000 -2.595886 69.003491 259.648259
 5195.000000 -2.368228 71.294321 259.698259
 5196.000000 -2.103720 77.541955 259.748259
 5197.000000 -2.394591 70.961549 259.798259
 5198.000000 -2.396026 70.989871 259.848259
 5199.000000 -2.358921 71.640955 259.898258
 5200.000000 -2.449974 70.372617 259.948258
 5201.000000 -2.486273 70.040621 259.998258
 5202.000000 -2.499650 69.968664 260.048257
 5203.000000 -2.736747 68.707390 260.098257
 5204.000000 -2.770022 68.537946 260.148257
 5205.000000 -2.340791 72.207129 260.198256
 5206.000000 -2.659638 69.214268 260.248256
 5207.000000 -2.757977 68.745519 260.298256
 5208.000000 -2.425987 70.999979 260.348255
 5209.000000 -2.700327 69.162214 260.398255
 5210.000000 -2.497708 70.331572 260.448254
 5211.000000 -2.675473 69.375217 260.498254
 5212.000000 -2.499018 70.414446 260.548253
 5213.000000 -2.452578 70.913631 260.598253
 5214.000000 -2.480331 70.681240 260.648253
 5215.000000 -2.463676 70.895907 260.698252
 5216.000000 -2.297953 73.464788 260.748252
 5217.000000 -2.600414 69.989774 260.798252
 5218.000000 -2.488402 70.797169 260.848252
 5219.000000 -2.645639 69.860162 260.898251
 5220.000000 -2.917826 67.199133 260.948251
 5221.000000 -2.408077 71.802288 260.998251
 5222.000000 -2.731600 69.521638 261.048250
 5223.000000 -2.359160 72.603764 261.098250
 5224.000000 -2.451359 71.415177 261.148250
 5225.000000 -2.438793 71.603903 261.198250
 5226.000000 -2.557263 70.635060 261.248250
 5227.000000 -2.385404 72.394017 261.298249
 5228.000000 -2.338123 73.194196 261.348249
 5229.000000 -2.401729 72.263832 261.398248
 5230.000000 -2.500155 71.237810 261.448248
 5231.000000 -2.211458 75.907945 261.498247
 5232.000000 -2.358260 73.049073 261.548247
 5233.000000 -2.573118 70.836235 261.598247
 5234.000000 -2.591097 70.779287 261.648246
 5235.000000 -2.285006 74.492693 261.698246
 5236.000000 -2.271915 74.806053 261.748246
 5237.000000 -2.493388 71.608443 261.798245
 5238.000000 -2.504144 71.564221 261.848245
 5239.000000 -2.218622 76.070574 261.898245
 5240.000000 -2.653390 70.646072 261.948245
 5241.000000 -2.413328 72.660899 261.998245
 5242.000000 -2.286666 74.767843 262.048244
 5243.000000 -2.983360 66.093257 262.098244
 5244.000000 -2.438577 72.462355 262.148243
 5245.000000 -2.586427 71.250154 262.198243
 5246.000000 -2.392334 73.146294 262.248243
 5247.000000 -2.344969 73.912442 262.298243
 5248.000000 -2.377663 73.455224 262.348242
 5249.000000 -2.547005 71.698368 262.398242
 5250.000000 -2.834561 69.336917 262.448242
 5251.000000 -2.575458 71.584141 262.498241
 5252.000000 -2.399983 73.303552 262.548241
 5253.000000 -2.555007 71.820909 262.598240
 5254.000000 -2.416387 73.186977 262.648240
 5255.000000 -2.354440 74.103768 262.698239
 5256.000000 -2.251053 76.013403 262.748239
 5257.000000 -2.331370 74.575612 262.798239
 5258.000000 -2.362359 74.129459 262.848238
 5259.000000 -2.208914 77.031797 262.898238
 5260.000000 -2.351394 74.395377 262.948237
 5261.000000 -2.616194 71.708947 262.998237
 5262.000000 -2.696613 71.171561 263.048236
 5263.000000 -2.595328 71.954201 263.098236
 5264.000000 -2.459135 73.151476 263.148235
 5265.000000 -2.426343 73.570079 263.198235
 5266.000000 -2.678585 71.491094 263.248235
 5267.000000 -2.556047 72.429343 263.298234
 5268.000000 -2.434968 73.604593 263.348234
 5269.000000 -2.217229 77.200188 263.398234
 5270.000000 -2.377990 74.428088 263.448233
 5271.000000 -2.499576 73.077322 263.498233
 5272.000000 -2.391642 74.337577 263.548233
 5273.000000 -2.176424 78.217303 263.598233
 5274.000000 -2.535534 72.892405 263.648232
 5275.000000 -2.380408 74.628907 263.698232
 5276.000000 -2.565776 72.739605 263.748232
 5277.000000 -2.439003 73.979717 263.798232
 5278.000000 -2.553243 72.937741 263.848232
 5279.000000 -2.235885 77.241011 263.898231
 5280.000000 -2.200966 77.981187 263.948231
 5281.000000 -2.379611 74.916765 263.998230
 5282.000000 -2.287201 76.433707 264.048230
 5283.000000 -2.079267 80.610157 264.098230
 5284.000000 -2.245187 77.302858 264.148230
 5285.000000 -2.444412 74.263610 264.198229
 5286.000000 -2.566818 73.117474 264.248229
 5287.000000 -2.499271 73.777642 264.298229
 5288.000000 -2.499683 73.823621 264.348229
 5289.000000 -2.241325 77.577655 264.398229
 5290.000000 -2.475160 74.162387 264.448229
 5291.000000 -2.385725 75.292826 264.498228
 5292.000000 -2.759747 71.522510 264.548228
 5293.000000 -2.374668 75.523715 264.598227
 5294.000000 -2.403692 75.181354 264.648227
 5295.000000 -2.319265 76.461979 264.698227
 5296.000000 -2.418818 75.086462 264.748226
 5297.000000 -2.372644 75.750864 264.798226
 5298.000000 -2.543306 73.863593 264.848226
 5299.000000 -2.564357 73.720532 264.898225
 5300.000000 -2.965309 67.590058 264.948225
 5301.000000 3.123039 59.914037 264.998224
 5302.000000 3.039903 55.442642 265.048224
 5303.000000 2.961431 50.638565 265.098223
 5304.000000 2.609022 25.931620 265.148223
 5305.000000 2.794317 39.118234 265.198222
 5306.000000 2.724959 34.155429 265.248222
 5307.000000 3.036611 55.444914 265.298222
 5308.000000 2.748277 35.923596 265.348221
 5309.000000 2.752812 36.302118 265.398221
 5310.000000 2.715849 33.683400 265.448220
 5311.000000 2.797796 39.655298 265.498220
 5312.000000 2.746260 35.976812 265.548220
 5313.000000 2.743944 35.859076 265.598220
 5314.000000 2.947800 50.216932 265.648219
 5315.000000 2.920879 48.484933 265.698219
 5316.000000 -3.102350 63.096041 265.748219
 5317.000000 2.919427 48.475265 265.798218
 5318.000000 -3.025842 66.136619 265.848218
 5319.000000 2.946449 50.351955 265.898217
 5320.000000 3.025239 55.321684 265.948217
 5321.000000 2.838540 43.016905 265.998217
 5322.000000 2.980287 52.676049 266.048216
 5323.000000 3.002340 54.091780 266.098216
 5324.000000 2.932622 49.684360 266.148216
 5325.000000 2.700624 33.171308 266.198216
 5326.000000 2.811972 41.337033 266.248215
 5327.000000 2.894030 47.206232 266.298215
 5328.000000 2.963877 51.912607 266.348214
 5329.000000 2.640004 28.998146 266.398214
 5330.000000 2.578107 24.781506 266.448213
 5331.000000 2.919950 49.141587 266.498213
 5332.000000 2.962948 52.012494 266.548213
 5333.000000 3.067081 58.239108 266.598213
 5334.000000 2.682501 32.235558 266.648213
 5335.000000 2.778968 39.341036 266.698212
 5336.000000 2.417352 15.256213 266.748212
 5337.000000 2.764475 38.359724 266.798211
 5338.000000 2.447683 16.988614 266.848211
 5339.000000 2.712462 34.638586 266.898211
 5340.000000 2.850657 44.717798 266.948210
 5341.000000 2.745866 37.177444 266.998210
 5342.000000 2.728551 35.959665 267.048210
 5343.000000 3.030891 56.534950 267.098210
 5344.000000 2.950434 51.679894 267.148209
 5345.000000 2.877317 46.823350 267.198209
 5346.000000 2.704714 34.384913 267.248209
 5347.000000 2.993571 54.516907 267.298208
 5348.000000 2.840155 44.349382 267.348208
 5349.000000 2.809178 42.169355 267.398208
